,path,label
68,../UnsupervisedLearning-JigsawPuzzle/dataset/train/spider/OIP-V6pFNoCJQFEJPP0-3-ychQHaG_.jpeg,spider
69,../UnsupervisedLearning-JigsawPuzzle/dataset/train/horse/OIP-s40xdXSQY099gt1hLGlzAwHaFP.jpeg,horse
70,../UnsupervisedLearning-JigsawPuzzle/dataset/train/dog/OIP-MH68LMsGRlgUZpjOVwLkKgHaEK.jpeg,dog
71,../UnsupervisedLearning-JigsawPuzzle/dataset/train/butterfly/OIP-d6LVmH_gaFgm_jA47oFRtwHaF7.jpeg,butterfly
72,../UnsupervisedLearning-JigsawPuzzle/dataset/train/dog/OIP-Mcyb8lurBBybbeJ8aArE3wHaFj.jpeg,dog
73,../UnsupervisedLearning-JigsawPuzzle/dataset/train/horse/OIP-jCu7nlv58_Tf7GZFbL4VSwHaLH.jpeg,horse
74,../UnsupervisedLearning-JigsawPuzzle/dataset/train/dog/OIP-ohKu8GPhBkYU6uI8kTg_1gHaHa.jpeg,dog
75,../UnsupervisedLearning-JigsawPuzzle/dataset/train/cow/OIP-6ocwinPgDozZu56wknzEmQHaF5.jpeg,cow
76,../UnsupervisedLearning-JigsawPuzzle/dataset/train/squirrel/OIP-4p0BKMRGbT9w0VNrj16eYQHaE8.jpeg,squirrel
77,../UnsupervisedLearning-JigsawPuzzle/dataset/train/cow/OIP-t84qKvK3_iZjtKAbTD6v-wHaFT.jpeg,cow
78,../UnsupervisedLearning-JigsawPuzzle/dataset/train/cat/ea37b1092cf4053ed1584d05fb1d4e9fe777ead218ac104497f5c978a7e8b7bc_640.jpg,cat
79,../UnsupervisedLearning-JigsawPuzzle/dataset/train/chicken/OIP-GSSfTtUCZ-OOVWrNMGaxfQHaFj.jpeg,chicken
80,../UnsupervisedLearning-JigsawPuzzle/dataset/train/horse/OIP-gR_Md9sVfB75SFjCAbhbMQHaJQ.jpeg,horse
81,../UnsupervisedLearning-JigsawPuzzle/dataset/train/sheep/OIP-QMoI5rAIxkZYOeLoe2GVwgHaE8.jpeg,sheep
82,../UnsupervisedLearning-JigsawPuzzle/dataset/train/butterfly/ea37b80c2ff5083ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,butterfly
83,../UnsupervisedLearning-JigsawPuzzle/dataset/train/elephant/OIP-eXaVZTMul2YKShmPdsa94AAAAA.jpeg,elephant
84,../UnsupervisedLearning-JigsawPuzzle/dataset/train/horse/OIP-CzWCtTEPzTllpl0sbqG8WgHaFc.jpeg,horse
85,../UnsupervisedLearning-JigsawPuzzle/dataset/train/elephant/OIP-GKqANRBhdUlzQUhcXUrjfAHaLI.jpeg,elephant
86,../UnsupervisedLearning-JigsawPuzzle/dataset/train/butterfly/OIP-sf0bHOu-UOJ4jQNreABeHAHaFj.jpeg,butterfly
87,../UnsupervisedLearning-JigsawPuzzle/dataset/train/dog/OIP-nsWwcJ-4SlXfUN9D-dfPlwHaFj.jpeg,dog
88,../UnsupervisedLearning-JigsawPuzzle/dataset/train/squirrel/OIP-ChWNB_9hbPIJUNAIJGkPhgHaFj.jpeg,squirrel
89,../UnsupervisedLearning-JigsawPuzzle/dataset/train/chicken/OIP-BFlidCCp3Lb07XcBUrwuzgHaFj.jpeg,chicken
90,../UnsupervisedLearning-JigsawPuzzle/dataset/train/chicken/OIP-i9TDCTZ4UVbIvi67lfPrVAHaHa.jpeg,chicken
91,../UnsupervisedLearning-JigsawPuzzle/dataset/train/butterfly/ea36b20621f7003ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,butterfly
92,../UnsupervisedLearning-JigsawPuzzle/dataset/train/butterfly/eb37b20620e90021d85a5854ee454296eb70e3c818b413449df6c87fa7ee_640.jpg,butterfly
93,../UnsupervisedLearning-JigsawPuzzle/dataset/train/cow/OIP-jN5EEnuZDfPeHpMkFX5huAHaFj.jpeg,cow
94,../UnsupervisedLearning-JigsawPuzzle/dataset/train/chicken/OIP-YAg1Ns4Hr_bUrDDRWJ_AmQHaGT.jpeg,chicken
95,../UnsupervisedLearning-JigsawPuzzle/dataset/train/butterfly/OIP-QIXOGQfgFms-usnnmBhgoAHaF7.jpeg,butterfly
96,../UnsupervisedLearning-JigsawPuzzle/dataset/train/spider/OIP-2KK-nnJRcSuKfXMCQCKjJgHaE7.jpeg,spider
97,../UnsupervisedLearning-JigsawPuzzle/dataset/train/spider/OIP-eD2xyPHtfhO7QtWTKRN1xwHaFk.jpeg,spider
98,../UnsupervisedLearning-JigsawPuzzle/dataset/train/horse/OIP-1SL0bwkq6Iexv802mra2owHaE7.jpeg,horse
99,../UnsupervisedLearning-JigsawPuzzle/dataset/train/chicken/OIP-uM84F0BveW0st1ycZ_ZWbwHaFL.jpeg,chicken
100,../UnsupervisedLearning-JigsawPuzzle/dataset/train/horse/OIP-B7WSGr63rA6WPOAsWiYKIwHaE9.jpeg,horse
101,../UnsupervisedLearning-JigsawPuzzle/dataset/train/cow/OIP-BQMCIVXHAM_U8dwvLDWkmgHaFS.jpeg,cow
102,../UnsupervisedLearning-JigsawPuzzle/dataset/train/spider/OIP-5SmMn3xDLiftN17t-XsrOAHaFw.jpeg,spider
103,../UnsupervisedLearning-JigsawPuzzle/dataset/train/butterfly/OIP-DBfUbwR8kJ9INwdSdZ-xXAHaHa.jpeg,butterfly
104,../UnsupervisedLearning-JigsawPuzzle/dataset/train/elephant/OIP-e8Guavd1y-ux_IgUgXU7AgHaFM.jpeg,elephant
105,../UnsupervisedLearning-JigsawPuzzle/dataset/train/sheep/OIP-mV9EwPnW1hJsmgEQ-HtX_QHaHa.jpeg,sheep
106,../UnsupervisedLearning-JigsawPuzzle/dataset/train/spider/OIP-Icp2VgKWrCvQ4Pro_V2AcgHaIr.jpeg,spider
107,../UnsupervisedLearning-JigsawPuzzle/dataset/train/cat/ea35b10c2cf7053ed1584d05fb1d4e9fe777ead218ac104497f5c978a7ebb0bb_640.jpg,cat
108,../UnsupervisedLearning-JigsawPuzzle/dataset/train/horse/OIP-zjd8yZlf5pWv2tnn7MdKAwHaE0.jpeg,horse
109,../UnsupervisedLearning-JigsawPuzzle/dataset/train/cow/OIP-EzimT9JtKs3PXeQ77YWNcAAAAA.jpeg,cow
110,../UnsupervisedLearning-JigsawPuzzle/dataset/train/sheep/OIP-TGmi2CogzhzkqGm_cj8z_gHaEV.jpeg,sheep
111,../UnsupervisedLearning-JigsawPuzzle/dataset/train/dog/OIP-aTE5fOg0Hv49srCEWD5LRQHaE5.jpeg,dog
112,../UnsupervisedLearning-JigsawPuzzle/dataset/train/butterfly/OIP-TGutqAZWItxRtxjzplnYpQHaHa.jpeg,butterfly
113,../UnsupervisedLearning-JigsawPuzzle/dataset/train/elephant/ea36b30a2bf5013ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,elephant
114,../UnsupervisedLearning-JigsawPuzzle/dataset/train/cat/621.jpeg,cat
115,../UnsupervisedLearning-JigsawPuzzle/dataset/train/horse/OIP-VsajlH5CwR5OOBvqWCzitAHaK7.jpeg,horse
116,../UnsupervisedLearning-JigsawPuzzle/dataset/train/dog/OIP-CmO9NZJlCwUkl6-EMIrBlwHaFj.jpeg,dog
117,../UnsupervisedLearning-JigsawPuzzle/dataset/train/spider/OIP-KmnIFUH09LrEmodg7lrDhAHaI4.jpeg,spider
118,../UnsupervisedLearning-JigsawPuzzle/dataset/train/chicken/702.jpeg,chicken
119,../UnsupervisedLearning-JigsawPuzzle/dataset/train/chicken/OIP-cosK13S-GM-fHg-iJWpRZQHaE8.jpeg,chicken
120,../UnsupervisedLearning-JigsawPuzzle/dataset/train/horse/OIP-o99otBswlIB67PPgT_KxfQHaFl.jpeg,horse
121,../UnsupervisedLearning-JigsawPuzzle/dataset/train/dog/OIP-YtYimdBmNGIYbPYo23x0VAHaEK.jpeg,dog
122,../UnsupervisedLearning-JigsawPuzzle/dataset/train/chicken/OIP-0Z55cSMObJsEspfG2vh5GwHaE7.jpeg,chicken
123,../UnsupervisedLearning-JigsawPuzzle/dataset/train/dog/OIP-lSl47THGpcPO5yJMcMv8hAAAAA.jpeg,dog
124,../UnsupervisedLearning-JigsawPuzzle/dataset/train/squirrel/OIP-ephKOxEDvOgeCQsOGmdvlQAAAA.jpeg,squirrel
125,../UnsupervisedLearning-JigsawPuzzle/dataset/train/butterfly/OIP-dPHih5INN4AzzGIXR9pcnwEsDh.jpeg,butterfly
126,../UnsupervisedLearning-JigsawPuzzle/dataset/train/butterfly/OIP-VT8ggY3NVjP_mX7UAE57jgHaGE.jpeg,butterfly
127,../UnsupervisedLearning-JigsawPuzzle/dataset/train/butterfly/OIP-1WJ7qocJkx9lKyqj7zPLZgHaFY.jpeg,butterfly
128,../UnsupervisedLearning-JigsawPuzzle/dataset/train/squirrel/OIP-mj3bPqaTaAT8odWYQ_FX0QHaJK.jpeg,squirrel
129,../UnsupervisedLearning-JigsawPuzzle/dataset/train/spider/OIP-EPY0CIxVktULsYRlU8xArQHaE9.jpeg,spider
130,../UnsupervisedLearning-JigsawPuzzle/dataset/train/spider/OIP-HV8vCcdwDyYFxplymoJ1hwHaFS.jpeg,spider
131,../UnsupervisedLearning-JigsawPuzzle/dataset/train/dog/OIP-aQrmk0NanExiYjym5D5sKAHaLM.jpeg,dog
132,../UnsupervisedLearning-JigsawPuzzle/dataset/train/dog/OIP-mARDUQBk51xiyU23o76FfAHaEj.jpeg,dog
133,../UnsupervisedLearning-JigsawPuzzle/dataset/train/sheep/OIP-eHxXSJ1ZkM750W-Ur_NhMQHaE7.jpeg,sheep
134,../UnsupervisedLearning-JigsawPuzzle/dataset/train/squirrel/OIP-mww3rSnlk6qyMJ5KJ5X5ugHaGV.jpeg,squirrel
135,../UnsupervisedLearning-JigsawPuzzle/dataset/train/butterfly/OIP-9qeM6rbOnz9ynFItTqf7DwAAAA.jpeg,butterfly
136,../UnsupervisedLearning-JigsawPuzzle/dataset/train/butterfly/OIP-7yn3DKg0ioOlfiFo_lkdvwHaH6.jpeg,butterfly
137,../UnsupervisedLearning-JigsawPuzzle/dataset/train/elephant/OIP-F5QM0s71MQpUtnOjHeaX3QHaFj.jpeg,elephant
138,../UnsupervisedLearning-JigsawPuzzle/dataset/train/dog/OIP-Y14MPMvMxlMFG7DRYOId4gHaJy.jpeg,dog
139,../UnsupervisedLearning-JigsawPuzzle/dataset/train/chicken/OIP-xlqqVaVzTT0nNm3s8AEIKAHaIh.jpeg,chicken
140,../UnsupervisedLearning-JigsawPuzzle/dataset/train/spider/OIP-OlOll0vtiXyeMaKlZ6SZZwEsDH.jpeg,spider
141,../UnsupervisedLearning-JigsawPuzzle/dataset/train/cow/OIP-RZIEJFYOw9MLeOAYd1oYoAHaFS.jpeg,cow
142,../UnsupervisedLearning-JigsawPuzzle/dataset/train/spider/eb32b20e2cf0093ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5ecb3b9_640.jpg,spider
143,../UnsupervisedLearning-JigsawPuzzle/dataset/train/cow/OIP-MALNGhY7UcPxJoquxLQWlQHaF7.jpeg,cow
144,../UnsupervisedLearning-JigsawPuzzle/dataset/train/butterfly/OIP-F9Q9H2pldmgODmAGrgRI3gHaI1.jpeg,butterfly
145,../UnsupervisedLearning-JigsawPuzzle/dataset/train/spider/OIP-p2wwgvyAwfEOFrQg53275AAAAA.jpeg,spider
146,../UnsupervisedLearning-JigsawPuzzle/dataset/train/elephant/OIP-YLAWtT7J2BluyhLcvxdk5AHaEK.jpeg,elephant
147,../UnsupervisedLearning-JigsawPuzzle/dataset/train/butterfly/OIP-_8tkgZyd_UKyqp6fjKWmTwHaE8.jpeg,butterfly
148,../UnsupervisedLearning-JigsawPuzzle/dataset/train/dog/OIP-u7W9lu8eS9HyEpU1RRhEvAHaGh.jpeg,dog
149,../UnsupervisedLearning-JigsawPuzzle/dataset/train/butterfly/OIP-Vd1jwbU946QJqeeIMlAD0QHaFC.jpeg,butterfly
150,../UnsupervisedLearning-JigsawPuzzle/dataset/train/chicken/OIP-veVtG84w-eLYa2Ns4HdwWwHaHk.jpeg,chicken
151,../UnsupervisedLearning-JigsawPuzzle/dataset/train/cat/629.jpeg,cat
152,../UnsupervisedLearning-JigsawPuzzle/dataset/train/dog/OIP-_prQpSIVwZ_uu6MF8JxBNAHaFj.jpeg,dog
153,../UnsupervisedLearning-JigsawPuzzle/dataset/train/spider/OIP-yQogiuR7T422WZW0DfdLUgAAAA.jpeg,spider
154,../UnsupervisedLearning-JigsawPuzzle/dataset/train/spider/OIP-9JOO_zFeSgjgSLakt-9_UQHaE7.jpeg,spider
155,../UnsupervisedLearning-JigsawPuzzle/dataset/train/cow/OIP-ozHNch6cvvdRY3UECPTukgHaFj.jpeg,cow
156,../UnsupervisedLearning-JigsawPuzzle/dataset/train/cat/1880.jpeg,cat
157,../UnsupervisedLearning-JigsawPuzzle/dataset/train/elephant/OIP-xgax_8izswzmRrA2aVbq0gHaE8.jpeg,elephant
158,../UnsupervisedLearning-JigsawPuzzle/dataset/train/sheep/OIP-bAWmasWe0fzWReRFBmj1bwHaE8.jpeg,sheep
159,../UnsupervisedLearning-JigsawPuzzle/dataset/train/horse/OIP-uGxoyf10fL38j3Ywj66WXAHaE8.jpeg,horse
160,../UnsupervisedLearning-JigsawPuzzle/dataset/train/cat/1763.jpeg,cat
161,../UnsupervisedLearning-JigsawPuzzle/dataset/train/spider/OIP-DIw3SKKk66StjWME5B8rtAHaJd.jpeg,spider
162,../UnsupervisedLearning-JigsawPuzzle/dataset/train/spider/ea37b5062ff0003ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5ecb5b1_640.jpg,spider
163,../UnsupervisedLearning-JigsawPuzzle/dataset/train/horse/OIP-LyT_icGOaxreBbac2dpWugHaFj.jpeg,horse
164,../UnsupervisedLearning-JigsawPuzzle/dataset/train/chicken/OIP-f9QxPaobshccdQyRj8nv_gHaE9.jpeg,chicken
165,../UnsupervisedLearning-JigsawPuzzle/dataset/train/spider/OIP-mRgj8_KD2UyVSfMi6ZBGdwHaEj.jpeg,spider
166,../UnsupervisedLearning-JigsawPuzzle/dataset/train/squirrel/OIP-qkAxBdvZu9c6cJFupHzY7AHaE6.jpeg,squirrel
167,../UnsupervisedLearning-JigsawPuzzle/dataset/train/dog/OIP-LWwy0aEIswmuugFTbUrtOgHaFj.jpeg,dog
168,../UnsupervisedLearning-JigsawPuzzle/dataset/train/cat/1659.jpeg,cat
169,../UnsupervisedLearning-JigsawPuzzle/dataset/train/dog/OIP-TfCQtpNeEukFR16YKKEciwHaHu.jpeg,dog
170,../UnsupervisedLearning-JigsawPuzzle/dataset/train/elephant/e83db70f21fc033ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,elephant
171,../UnsupervisedLearning-JigsawPuzzle/dataset/train/sheep/OIP-VfyWsNBpqvO5_ySHYhMFSgHaFi.jpeg,sheep
172,../UnsupervisedLearning-JigsawPuzzle/dataset/train/spider/OIP-CP9ul26yFHJ9a0gbHV50bgEGEs.jpeg,spider
173,../UnsupervisedLearning-JigsawPuzzle/dataset/train/spider/OIP-95bAzF8QPzK6Hyl1ZLRizgHaFi.jpeg,spider
174,../UnsupervisedLearning-JigsawPuzzle/dataset/train/butterfly/OIP-P4iRzzs1bpgSqbT-OVo-8wDhEs.jpeg,butterfly
175,../UnsupervisedLearning-JigsawPuzzle/dataset/train/horse/OIP-D19DHVSDYVMtWpP6TWZC6AHaFc.jpeg,horse
176,../UnsupervisedLearning-JigsawPuzzle/dataset/train/dog/OIP-aL6oZSiPUzviERo2pwPVGAHaJ4.jpeg,dog
177,../UnsupervisedLearning-JigsawPuzzle/dataset/train/dog/OIP-JT_L001SNstQL9K3GsjJqwHaJg.jpeg,dog
178,../UnsupervisedLearning-JigsawPuzzle/dataset/train/chicken/OIP-8XgdiyoXKHCIiHEjesuI3gHaGU.jpeg,chicken
179,../UnsupervisedLearning-JigsawPuzzle/dataset/train/spider/OIP-a8h7CdALLo-P6rIy9l9CFgHaFX.jpeg,spider
180,../UnsupervisedLearning-JigsawPuzzle/dataset/train/dog/OIP-hF7lGsZFGdfID7mvjfJWqQHaFj.jpeg,dog
181,../UnsupervisedLearning-JigsawPuzzle/dataset/train/squirrel/OIP-RSbIyWoiWn-KnVpZxxnYTAHaE8.jpeg,squirrel
182,../UnsupervisedLearning-JigsawPuzzle/dataset/train/butterfly/OIP-76qLCucFcaDYnUiOdXEcygHaEo.jpeg,butterfly
183,../UnsupervisedLearning-JigsawPuzzle/dataset/train/spider/OIP-yOz-PbUNxp5CS-TJHGgLTwHaFj.jpeg,spider
184,../UnsupervisedLearning-JigsawPuzzle/dataset/train/butterfly/eb32b8072bfd003ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.png,butterfly
185,../UnsupervisedLearning-JigsawPuzzle/dataset/train/horse/OIP-4AlwM3s5GME1HBF24vRz9QHaE8.jpeg,horse
186,../UnsupervisedLearning-JigsawPuzzle/dataset/train/cow/OIP-KEC4jBpVNhG2ZjaQdKvUNAAAAA.jpeg,cow
187,../UnsupervisedLearning-JigsawPuzzle/dataset/train/dog/OIP-c970U3ZbKGF7I-RTYR_0SwHaLi.jpeg,dog
188,../UnsupervisedLearning-JigsawPuzzle/dataset/train/butterfly/OIP-7UfJ1idHvPzvYKigG-L39QHaEK.jpeg,butterfly
189,../UnsupervisedLearning-JigsawPuzzle/dataset/train/butterfly/OIP-aWAKgkN_1GocU8phRm2-ogHaEy.jpeg,butterfly
190,../UnsupervisedLearning-JigsawPuzzle/dataset/train/dog/OIP-PE0EfRwaxuuMK24q23h2jQHaFg.jpeg,dog
191,../UnsupervisedLearning-JigsawPuzzle/dataset/train/horse/OIP-T2pjUHOO-K2dFnK1Tm4TcAHaJM.jpeg,horse
192,../UnsupervisedLearning-JigsawPuzzle/dataset/train/cat/ea35b6082af2023ed1584d05fb1d4e9fe777ead218ac104497f5c978a7ebb0bb_640.jpg,cat
193,../UnsupervisedLearning-JigsawPuzzle/dataset/train/horse/OIP-4YkBHKLaXLg1zwXjmEXyXAHaFj.jpeg,horse
